Region,Country,Year,Series,Value
28,Antigua and Barbuda,2017,Net imports [Imports - Exports - Bunkers] (petajoules),7
28,Antigua and Barbuda,1990,Total supply (petajoules),3
28,Antigua and Barbuda,1995,Total supply (petajoules),3
28,Antigua and Barbuda,2000,Total supply (petajoules),4
28,Antigua and Barbuda,2005,Total supply (petajoules),5
28,Antigua and Barbuda,2010,Total supply (petajoules),6
28,Antigua and Barbuda,2015,Total supply (petajoules),7
28,Antigua and Barbuda,2016,Total supply (petajoules),7
28,Antigua and Barbuda,2017,Total supply (petajoules),7
28,Antigua and Barbuda,1990,Supply per capita (gigajoules),53
28,Antigua and Barbuda,1995,Supply per capita (gigajoules),49
28,Antigua and Barbuda,2000,Supply per capita (gigajoules),56
28,Antigua and Barbuda,2005,Supply per capita (gigajoules),65
28,Antigua and Barbuda,2010,Supply per capita (gigajoules),69
28,Antigua and Barbuda,2015,Supply per capita (gigajoules),69
28,Antigua and Barbuda,2016,Supply per capita (gigajoules),70
28,Antigua and Barbuda,2017,Supply per capita (gigajoules),69
32,Argentina,1990,Primary energy production (petajoules),2064
32,Argentina,1995,Primary energy production (petajoules),2722
32,Argentina,2000,Primary energy production (petajoules),3413
32,Argentina,2005,Primary energy production (petajoules),3609
32,Argentina,2010,Primary energy production (petajoules),3343
32,Argentina,2015,Primary energy production (petajoules),3072
32,Argentina,2016,Primary energy production (petajoules),3122
32,Argentina,2017,Primary energy production (petajoules),3035
32,Argentina,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-144
32,Argentina,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-535
32,Argentina,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-866
32,Argentina,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-683
32,Argentina,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-21
32,Argentina,2015,Net imports [Imports - Exports - Bunkers] (petajoules),371
32,Argentina,2016,Net imports [Imports - Exports - Bunkers] (petajoules),316
32,Argentina,2017,Net imports [Imports - Exports - Bunkers] (petajoules),354
32,Argentina,1990,Changes in stocks (petajoules),-8
32,Argentina,1995,Changes in stocks (petajoules),-6
32,Argentina,2000,Changes in stocks (petajoules),-17
32,Argentina,2005,Changes in stocks (petajoules),8
32,Argentina,2010,Changes in stocks (petajoules),16
32,Argentina,2015,Changes in stocks (petajoules),9
32,Argentina,2016,Changes in stocks (petajoules),-1
32,Argentina,2017,Changes in stocks (petajoules),4
32,Argentina,1990,Total supply (petajoules),1928
32,Argentina,1995,Total supply (petajoules),2194
32,Argentina,2000,Total supply (petajoules),2564
32,Argentina,2005,Total supply (petajoules),2919
32,Argentina,2010,Total supply (petajoules),3307
32,Argentina,2015,Total supply (petajoules),3435
32,Argentina,2016,Total supply (petajoules),3439
32,Argentina,2017,Total supply (petajoules),3385
32,Argentina,1990,Supply per capita (gigajoules),59
32,Argentina,1995,Supply per capita (gigajoules),63
32,Argentina,2000,Supply per capita (gigajoules),69
32,Argentina,2005,Supply per capita (gigajoules),75
32,Argentina,2010,Supply per capita (gigajoules),80
32,Argentina,2015,Supply per capita (gigajoules),79
32,Argentina,2016,Supply per capita (gigajoules),78
32,Argentina,2017,Supply per capita (gigajoules),76
51,Armenia,1995,Primary energy production (petajoules),10
51,Armenia,2000,Primary energy production (petajoules),27
51,Armenia,2005,Primary energy production (petajoules),36
51,Armenia,2010,Primary energy production (petajoules),52
51,Armenia,2015,Primary energy production (petajoules),45
51,Armenia,2016,Primary energy production (petajoules),43
51,Armenia,2017,Primary energy production (petajoules),45
51,Armenia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),59
51,Armenia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),57
51,Armenia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),69
51,Armenia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),70
51,Armenia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),84
51,Armenia,2016,Net imports [Imports - Exports - Bunkers] (petajoules),87
51,Armenia,2017,Net imports [Imports - Exports - Bunkers] (petajoules),94
51,Armenia,2010,Changes in stocks (petajoules),3
51,Armenia,2015,Changes in stocks (petajoules),1
51,Armenia,2016,Changes in stocks (petajoules),0
51,Armenia,2017,Changes in stocks (petajoules),1
51,Armenia,1995,Total supply (petajoules),68
51,Armenia,2000,Total supply (petajoules),84
51,Armenia,2005,Total supply (petajoules),105
51,Armenia,2010,Total supply (petajoules),119
51,Armenia,2015,Total supply (petajoules),127
51,Armenia,2016,Total supply (petajoules),129
51,Armenia,2017,Total supply (petajoules),137
51,Armenia,1995,Supply per capita (gigajoules),21
51,Armenia,2000,Supply per capita (gigajoules),27
51,Armenia,2005,Supply per capita (gigajoules),34
51,Armenia,2010,Supply per capita (gigajoules),41
51,Armenia,2015,Supply per capita (gigajoules),44
51,Armenia,2016,Supply per capita (gigajoules),44
51,Armenia,2017,Supply per capita (gigajoules),47
533,Aruba,1990,Primary energy production (petajoules),0
533,Aruba,1995,Primary energy production (petajoules),0
533,Aruba,2000,Primary energy production (petajoules),5
533,Aruba,2005,Primary energy production (petajoules),5
533,Aruba,2010,Primary energy production (petajoules),5
533,Aruba,2015,Primary energy production (petajoules),1
533,Aruba,2016,Primary energy production (petajoules),1
533,Aruba,2017,Primary energy production (petajoules),1
533,Aruba,1990,Net imports [Imports - Exports - Bunkers] (petajoules),7
533,Aruba,1995,Net imports [Imports - Exports - Bunkers] (petajoules),10
533,Aruba,2000,Net imports [Imports - Exports - Bunkers] (petajoules),49
533,Aruba,2005,Net imports [Imports - Exports - Bunkers] (petajoules),54
533,Aruba,2010,Net imports [Imports - Exports - Bunkers] (petajoules),51
533,Aruba,2015,Net imports [Imports - Exports - Bunkers] (petajoules),12
533,Aruba,2016,Net imports [Imports - Exports - Bunkers] (petajoules),12
533,Aruba,2017,Net imports [Imports - Exports - Bunkers] (petajoules),13
533,Aruba,1990,Changes in stocks (petajoules),0
533,Aruba,1990,Total supply (petajoules),7
533,Aruba,1995,Total supply (petajoules),10
533,Aruba,2000,Total supply (petajoules),54
533,Aruba,2005,Total supply (petajoules),58
533,Aruba,2010,Total supply (petajoules),56
533,Aruba,2015,Total supply (petajoules),13
533,Aruba,2016,Total supply (petajoules),13
533,Aruba,2017,Total supply (petajoules),13
533,Aruba,1990,Supply per capita (gigajoules),108
533,Aruba,1995,Supply per capita (gigajoules),121
533,Aruba,2000,Supply per capita (gigajoules),594
533,Aruba,2005,Supply per capita (gigajoules),576
533,Aruba,2010,Supply per capita (gigajoules),550
533,Aruba,2015,Supply per capita (gigajoules),122
533,Aruba,2016,Supply per capita (gigajoules),120
533,Aruba,2017,Supply per capita (gigajoules),123
36,Australia,1990,Primary energy production (petajoules),6616
36,Australia,1995,Primary energy production (petajoules),7825
36,Australia,2000,Primary energy production (petajoules),9779
36,Australia,2005,Primary energy production (petajoules),11491
36,Australia,2010,Primary energy production (petajoules),13646
36,Australia,2015,Primary energy production (petajoules),16014
36,Australia,2016,Primary energy production (petajoules),16281
36,Australia,2017,Primary energy production (petajoules),16963
36,Australia,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-2697
36,Australia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-3759
36,Australia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-5432
36,Australia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-6728
36,Australia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-7941
36,Australia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-10605
36,Australia,2016,Net imports [Imports - Exports - Bunkers] (petajoules),-11027
36,Australia,2017,Net imports [Imports - Exports - Bunkers] (petajoules),-11446
36,Australia,1990,Changes in stocks (petajoules),203
36,Australia,1995,Changes in stocks (petajoules),104
36,Australia,2000,Changes in stocks (petajoules),-221
36,Australia,2005,Changes in stocks (petajoules),-29
36,Australia,2010,Changes in stocks (petajoules),265
36,Australia,2015,Changes in stocks (petajoules),78
36,Australia,2016,Changes in stocks (petajoules),-143
36,Australia,2017,Changes in stocks (petajoules),164
36,Australia,1990,Total supply (petajoules),3714
36,Australia,1995,Total supply (petajoules),3962
36,Australia,2000,Total supply (petajoules),4567
36,Australia,2005,Total supply (petajoules),4790
36,Australia,2010,Total supply (petajoules),5441
36,Australia,2015,Total supply (petajoules),5331
36,Australia,2016,Total supply (petajoules),5397
36,Australia,2017,Total supply (petajoules),5353
36,Australia,1990,Supply per capita (gigajoules),217
36,Australia,1995,Supply per capita (gigajoules),219
36,Australia,2000,Supply per capita (gigajoules),238
36,Australia,2005,Supply per capita (gigajoules),235
36,Australia,2010,Supply per capita (gigajoules),246
36,Australia,2015,Supply per capita (gigajoules),224
36,Australia,2016,Supply per capita (gigajoules),224
36,Australia,2017,Supply per capita (gigajoules),219
40,Austria,1990,Primary energy production (petajoules),341
40,Austria,1995,Primary energy production (petajoules),368
40,Austria,2000,Primary energy production (petajoules),410
40,Austria,2005,Primary energy production (petajoules),406
40,Austria,2010,Primary energy production (petajoules),483
40,Austria,2015,Primary energy production (petajoules),497
40,Austria,2016,Primary energy production (petajoules),506
40,Austria,2017,Primary energy production (petajoules),507
40,Austria,1990,Net imports [Imports - Exports - Bunkers] (petajoules),714
40,Austria,1995,Net imports [Imports - Exports - Bunkers] (petajoules),741
40,Austria,2000,Net imports [Imports - Exports - Bunkers] (petajoules),778
40,Austria,2005,Net imports [Imports - Exports - Bunkers] (petajoules),1004
40,Austria,2010,Net imports [Imports - Exports - Bunkers] (petajoules),893
40,Austria,2015,Net imports [Imports - Exports - Bunkers] (petajoules),820
40,Austria,2016,Net imports [Imports - Exports - Bunkers] (petajoules),854
40,Austria,2017,Net imports [Imports - Exports - Bunkers] (petajoules),901
40,Austria,1990,Changes in stocks (petajoules),14
40,Austria,1995,Changes in stocks (petajoules),-14
40,Austria,2000,Changes in stocks (petajoules),-10
40,Austria,2005,Changes in stocks (petajoules),3
40,Austria,2010,Changes in stocks (petajoules),-35
40,Austria,2015,Changes in stocks (petajoules),-48
40,Austria,2016,Changes in stocks (petajoules),-15
40,Austria,2017,Changes in stocks (petajoules),4
40,Austria,1990,Total supply (petajoules),1041
40,Austria,1995,Total supply (petajoules),1123
40,Austria,2000,Total supply (petajoules),1198
40,Austria,2005,Total supply (petajoules),1407
40,Austria,2010,Total supply (petajoules),1409
40,Austria,2015,Total supply (petajoules),1366
40,Austria,2016,Total supply (petajoules),1375
40,Austria,2017,Total supply (petajoules),1404
40,Austria,1990,Supply per capita (gigajoules),136
40,Austria,1995,Supply per capita (gigajoules),142
40,Austria,2000,Supply per capita (gigajoules),150
40,Austria,2005,Supply per capita (gigajoules),171
40,Austria,2010,Supply per capita (gigajoules),168
40,Austria,2015,Supply per capita (gigajoules),157
40,Austria,2016,Supply per capita (gigajoules),158
40,Austria,2017,Supply per capita (gigajoules),161
31,Azerbaijan,1995,Primary energy production (petajoules),628
31,Azerbaijan,2000,Primary energy production (petajoules),803
31,Azerbaijan,2005,Primary energy production (petajoules),1155
31,Azerbaijan,2010,Primary energy production (petajoules),2759
31,Azerbaijan,2015,Primary energy production (petajoules),2474
31,Azerbaijan,2016,Primary energy production (petajoules),2429
31,Azerbaijan,2017,Primary energy production (petajoules),2308
31,Azerbaijan,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-91
31,Azerbaijan,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-319
31,Azerbaijan,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-547
31,Azerbaijan,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-2239
31,Azerbaijan,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-1891
31,Azerbaijan,2016,Net imports [Imports - Exports - Bunkers] (petajoules),-1842
31,Azerbaijan,2017,Net imports [Imports - Exports - Bunkers] (petajoules),-1685
31,Azerbaijan,1995,Changes in stocks (petajoules),0
31,Azerbaijan,2000,Changes in stocks (petajoules),-2
31,Azerbaijan,2005,Changes in stocks (petajoules),35
31,Azerbaijan,2010,Changes in stocks (petajoules),34
31,Azerbaijan,2015,Changes in stocks (petajoules),-22
31,Azerbaijan,2016,Changes in stocks (petajoules),-13
31,Azerbaijan,2017,Changes in stocks (petajoules),21
31,Azerbaijan,1995,Total supply (petajoules),536
31,Azerbaijan,2000,Total supply (petajoules),485
31,Azerbaijan,2005,Total supply (petajoules),573
31,Azerbaijan,2010,Total supply (petajoules),486
31,Azerbaijan,2015,Total supply (petajoules),605
31,Azerbaijan,2016,Total supply (petajoules),599
31,Azerbaijan,2017,Total supply (petajoules),602
31,Azerbaijan,1995,Supply per capita (gigajoules),69
31,Azerbaijan,2000,Supply per capita (gigajoules),60
31,Azerbaijan,2005,Supply per capita (gigajoules),67
31,Azerbaijan,2010,Supply per capita (gigajoules),54
31,Azerbaijan,2015,Supply per capita (gigajoules),63
31,Azerbaijan,2016,Supply per capita (gigajoules),62
31,Azerbaijan,2017,Supply per capita (gigajoules),61
44,Bahamas,2005,Primary energy production (petajoules),0
44,Bahamas,2010,Primary energy production (petajoules),0
44,Bahamas,2015,Primary energy production (petajoules),0
44,Bahamas,2016,Primary energy production (petajoules),0
44,Bahamas,2017,Primary energy production (petajoules),0
44,Bahamas,1990,Net imports [Imports - Exports - Bunkers] (petajoules),35
44,Bahamas,1995,Net imports [Imports - Exports - Bunkers] (petajoules),22
44,Bahamas,2000,Net imports [Imports - Exports - Bunkers] (petajoules),26
44,Bahamas,2005,Net imports [Imports - Exports - Bunkers] (petajoules),27
44,Bahamas,2010,Net imports [Imports - Exports - Bunkers] (petajoules),34
44,Bahamas,2015,Net imports [Imports - Exports - Bunkers] (petajoules),19
44,Bahamas,2016,Net imports [Imports - Exports - Bunkers] (petajoules),13
44,Bahamas,2017,Net imports [Imports - Exports - Bunkers] (petajoules),23
44,Bahamas,1990,Changes in stocks (petajoules),9
